Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1e9eda54-248d-49e4-8d08-16172f1a1659,2024-02-12,2024-07-14,Second Class,4071f32a-9781-4462-aafa-68d7c9fc5945,Corporate,North Jeanne,Washington,Central,Furniture,Bookcases,Soldier Product,657.8,2,0.06,-184.81
041788bb-79cf-4b6a-b3ab-35ec96d68f8b,2024-08-11,2024-08-02,Second Class,33b5eb31-3741-46fd-ac6a-016980018c88,Consumer,New Jessicaburgh,Maryland,East,Furniture,Bookcases,Go Product,239.7,9,0.3,241.83
5cc822f6-d585-4fed-a06a-3eac7f8d7359,2024-01-03,2024-08-17,First Class,a6a58977-3a53-4f1c-9015-e66a07631693,Consumer,Kleinmouth,Washington,West,Furniture,Tables,Clearly Product,24.24,1,0.28,-85.47
82e8a562-dcca-4aa3-8c14-33dd636ac446,2024-04-12,2024-06-04,Same Day,1998c472-af20-4188-8476-640166095737,Consumer,North Kristineside,Nebraska,South,Technology,Phones,Teach Product,766.71,9,0.4,195.92
e7f2738b-0233-4879-af7a-b269501b1ffa,2024-11-04,2024-06-27,Second Class,ec730433-cba2-421b-81f5-d5502931bc2b,Consumer,Lauraland,Wyoming,South,Technology,Chairs,Relate Product,627.51,4,0.49,152.74
582a4492-5ce0-434a-9fef-8dceab5e2988,2024-04-11,2024-10-05,First Class,eedfeb13-8ab3-46a7-a5be-6e0f35eaca7b,Corporate,Sanchezshire,Nebraska,South,Furniture,Phones,Election Product,764.68,9,0.13,-190.54
e0719dfc-02bd-4d02-b312-d9a47de00b67,2024-08-08,2024-02-13,Same Day,29d5c6c5-6cc4-49da-b459-eed4cf4cbf6e,Home Office,Port Maureen,New Mexico,East,Furniture,Paper,Finish Product,48.55,7,0.25,54.01
81836bf5-d1b2-448c-b23f-528e281a2177,2024-10-27,2024-03-07,Standard Class,c7e947c9-6085-45b3-80c3-0a33ba66929f,Consumer,Daviston,Pennsylvania,West,Technology,Paper,Listen Product,838.75,6,0.45,220.76
09897041-b62f-4056-a72c-cfdf6899477b,2024-07-24,2024-10-12,First Class,812e1a35-ba13-4dbf-a823-1826b1d2356b,Consumer,Wendyview,Louisiana,South,Technology,Bookcases,Step Product,623.33,5,0.39,394.02
897dc1c3-afed-4a42-b68f-aec7a7a46a33,2024-06-28,2024-01-28,Second Class,02a5ed19-64e3-44c6-8224-260898b723bc,Corporate,Saratown,Maryland,East,Furniture,Chairs,Source Product,567.76,9,0.24,422.05
8a7e9fd8-47e7-4840-89b3-cb549d6fee6c,2024-03-04,2024-08-26,Standard Class,0aa00a0f-2ded-4c93-ae5c-5d6964a38f3b,Home Office,Herrerafurt,Louisiana,South,Furniture,Storage,Become Product,628.37,2,0.47,138.69
50002bb5-251b-42b8-bf39-7b6f30a253da,2024-07-23,2024-08-07,Standard Class,9ec154bc-dcc0-44b4-989d-8b7652a375e2,Home Office,South Marvinstad,Colorado,Central,Furniture,Accessories,Investment Product,865.79,2,0.03,309.9
5e76db13-dce3-4897-808f-197303323080,2024-08-14,2024-01-24,Standard Class,24d811d6-5f20-496e-b068-86f7b134deec,Corporate,Port Davidland,Tennessee,West,Office Supplies,Appliances,Wish Product,591.07,9,0.47,21.52
5b1c0c13-76b1-4914-a863-eb9e835a2bce,2024-06-04,2024-03-24,First Class,89c5eeeb-9e67-4ee8-8a32-fcaf939f415b,Corporate,Port Matthew,North Dakota,West,Technology,Chairs,Group Product,585.14,3,0.03,39.53
fc8d7df7-c52e-4138-8081-0d4cd6e37d46,2024-04-27,2024-11-02,Second Class,e9311160-0853-4315-a450-e1af75f1008d,Home Office,North John,Georgia,East,Office Supplies,Appliances,Leg Product,990.77,8,0.27,-63.88
3f0e6828-8c6f-49c9-8d2b-09fbe52e079c,2024-09-27,2024-10-19,Standard Class,be0c3358-00cc-48ed-9014-0a5a4ba42fc2,Consumer,North Samuelport,Vermont,East,Technology,Phones,Run Product,759.16,9,0.45,193.36
90e218d9-3aef-4b85-ba6c-26c199830436,2024-07-21,2024-03-17,Same Day,2e678dc3-2d70-4c83-9da6-182fd8e5d4cd,Home Office,Lisamouth,Kansas,West,Technology,Phones,Develop Product,447.87,8,0.13,20.19
0a8eca5b-18d6-4b0e-baed-c456275a17c4,2024-06-25,2024-06-02,Standard Class,e868137f-4028-43dd-822a-da8c9adee428,Corporate,Roseton,Kansas,South,Technology,Appliances,Kind Product,710.32,4,0.24,-140.94
88b8c291-35d4-4f5a-84c7-d059587926ca,2024-09-01,2024-04-14,Standard Class,8d88b48d-b314-4e0f-a347-5cccb596946b,Consumer,South Sarahfort,Oklahoma,South,Technology,Accessories,Away Product,395.34,1,0.16,279.5
bf18a62f-b8bf-4c35-9a39-c085596e3e86,2024-07-28,2024-01-16,First Class,7d971842-0c22-4de9-93e8-092012f1d064,Consumer,Port Joshuaberg,New Jersey,Central,Technology,Chairs,Consider Product,236.59,4,0.48,295.43
a0e377bc-0f31-4ccf-9380-cef4f1cccac9,2024-07-15,2024-08-22,First Class,0524f400-c7b7-4774-ad9d-6943339b4c01,Corporate,Kimton,Florida,South,Technology,Storage,It Product,600.88,9,0.41,51.99
fac18762-11a1-4d77-b968-c663ec476ed7,2024-05-25,2024-08-08,Second Class,e26dc27a-cc30-482a-987b-4c94abfdcc6a,Corporate,New Heidiport,New Jersey,East,Technology,Bookcases,Hold Product,928.9,2,0.35,-146.29
b10415eb-ee94-411c-9736-ee37cecfc278,2024-09-16,2024-04-03,Same Day,6ffa7a88-8a69-40e0-9019-80e1f2ccdbf3,Corporate,Jefferybury,Massachusetts,East,Office Supplies,Tables,Long Product,929.85,3,0.29,98.41
08794104-409a-4f8d-8afd-4e2bd513ffee,2024-03-26,2024-06-20,First Class,d74e8364-ea7d-4f37-9beb-10390f49589e,Home Office,South Justin,Michigan,South,Furniture,Phones,Every Product,348.49,8,0.41,109.63
09409320-ccb9-445b-823a-7b980f135973,2024-03-29,2024-07-08,Standard Class,482e6d2f-b65e-4501-a420-70d700e84936,Home Office,Jenniferview,Arizona,East,Furniture,Paper,Its Product,532.4,6,0.2,268.07
09392e35-799b-4697-b956-23344fe22e6a,2024-08-27,2024-03-11,Second Class,4da02637-2816-41f5-9d79-0a095694a653,Consumer,Johnfort,Pennsylvania,West,Office Supplies,Accessories,Month Product,219.52,8,0.22,20.79
0f287cde-024a-42d0-ac8a-f256a09d53d9,2024-01-23,2024-06-01,Standard Class,6fbfd492-ef72-45a5-b8b3-4edee4a70683,Corporate,Port Danielburgh,Tennessee,West,Office Supplies,Tables,Security Product,995.67,7,0.37,277.82
3b204624-8ff1-476f-9568-a59c560e594e,2024-02-04,2024-02-17,Standard Class,05935ac3-d16d-4eea-9b9a-bc39f5d0ff64,Consumer,Allisonville,South Dakota,South,Office Supplies,Storage,Star Product,981.31,5,0.18,410.04
dcf2d7ca-c493-41e8-8ffc-1c5de249ac9a,2024-02-05,2024-01-15,First Class,4bd037df-67e1-4ad1-8905-af11a863acb1,Consumer,North Susan,Arkansas,West,Office Supplies,Binders,Newspaper Product,653.01,9,0.03,-33.76
bd4691c4-edc2-49fe-9370-aee343b1f3c7,2024-01-29,2024-04-07,Second Class,ef5f2c64-7b9e-4175-82d6-0d386b7a5ffe,Consumer,Port Jamie,North Dakota,West,Technology,Bookcases,Language Product,806.37,4,0.04,485.24
4daf49ef-a291-4c8b-ae56-8ac1caf0846f,2024-08-04,2024-02-19,Same Day,6a69b999-7b1d-4071-8eef-b887f7a403f3,Consumer,Michaelmouth,Alabama,Central,Furniture,Phones,Some Product,717.95,6,0.06,70.46
f7f741fd-1d12-405e-8317-d2ea487f8b4c,2024-02-10,2024-09-11,Same Day,8f47efed-4367-4187-a7a1-73306760dc64,Corporate,Port Jessicaton,Montana,Central,Technology,Bookcases,Plan Product,597.23,2,0.43,-12.92
480f8dc5-8903-479f-a1f4-be52bb1b7128,2024-06-15,2024-05-01,First Class,f56f70fa-9078-4cc0-9335-7c3df181003a,Consumer,Port Kathrynfurt,South Carolina,West,Furniture,Tables,Suddenly Product,62.81,2,0.24,95.06
1eabc0b0-34f1-4dd8-8bf5-de6fa93d3dae,2024-07-07,2024-01-15,First Class,0dd488f2-618f-40aa-b8b6-8be9dda0ec0a,Corporate,East David,Kentucky,South,Furniture,Bookcases,Huge Product,460.22,2,0.36,-133.92
e3d8181c-3dba-462d-baa6-0b4eae1bcf9b,2024-09-18,2024-07-11,Second Class,54072e2e-1f66-44aa-9c51-2f2729aa884d,Corporate,North Heatherside,Massachusetts,Central,Office Supplies,Binders,Particularly Product,678.04,7,0.2,-112.01
f9411211-c4f2-4be9-8407-ad311be5d7f9,2024-05-25,2024-04-28,Same Day,3d11f926-5070-4760-b175-f7d1912ce7a0,Home Office,East Jasonmouth,Rhode Island,East,Technology,Tables,Heart Product,680.76,2,0.13,90.1
5d881199-87e4-47d4-a35a-d7b322a2d948,2024-01-12,2024-07-27,Same Day,433e837c-9267-4195-9da2-22fa2f58be20,Corporate,Lake Daniel,New Hampshire,East,Office Supplies,Phones,Stuff Product,379.39,2,0.17,333.71
3fb118b0-3ee7-4235-9d6a-bf3bf2556b82,2024-03-14,2024-06-20,Same Day,81e90d01-3191-449f-8908-d5ed00ea81f8,Home Office,Mcdanielborough,Colorado,East,Technology,Chairs,Admit Product,942.28,9,0.4,430.22
b6533c48-23e8-46b9-ae1f-13d92b5c8774,2024-11-04,2024-07-02,Standard Class,b3b663e6-e80e-417d-80cf-a8d653e6430e,Corporate,West Lisahaven,Washington,South,Furniture,Paper,Defense Product,175.68,7,0.31,265.37
578cae12-2794-4f47-8ff0-e03cde427e61,2024-01-12,2024-01-16,Same Day,0e7d7630-24d5-4143-84ab-0a82cc718723,Corporate,West Cheryl,Illinois,West,Office Supplies,Tables,Actually Product,505.36,3,0.47,-126.35
194367d8-bbaf-4019-b5c2-0a8f309f14f4,2024-02-29,2024-01-28,Standard Class,9355f33f-e9a9-483c-8651-825e03449a39,Corporate,South Robertaport,New Hampshire,East,Office Supplies,Binders,Tend Product,693.98,3,0.34,270.41
4cff4eef-da30-4bef-acfb-bfff9c69f481,2024-01-11,2024-08-27,Second Class,dfe2457a-8c37-494b-8e81-c4262fcf2ff1,Home Office,Davismouth,Louisiana,South,Furniture,Tables,Test Product,700.16,7,0.29,244.8
57073d69-ff56-4d93-b932-11cfc7d54a1f,2024-08-09,2024-01-26,Standard Class,f0df97b9-b37e-4947-aa44-49c218b1d962,Home Office,Davisside,Arizona,Central,Furniture,Tables,Most Product,652.15,5,0.31,364.03
b21e35f4-e6e2-43cf-b1c7-82875e399926,2024-10-01,2024-06-29,Second Class,1f009e10-b75d-48f9-a4fc-dffcd39e4bd1,Consumer,Charlesshire,Alaska,West,Furniture,Phones,Possible Product,282.54,6,0.47,377.67
67fddeaf-230c-4f28-8fd0-3833910fcea1,2024-01-06,2024-06-07,Same Day,a87f3ebb-5634-4f8a-9fdf-37ae9bd802d4,Home Office,Lake Kimberly,Michigan,Central,Office Supplies,Tables,Night Product,164.64,8,0.39,407.74
51744b57-5cd2-4123-8fc6-7e34180d8c36,2024-02-08,2024-03-03,Same Day,f3a2bde8-fbed-46fe-a745-6557421624ff,Home Office,Harrisborough,Georgia,South,Technology,Paper,Rest Product,639.58,9,0.01,89.89
4b5877e6-3c5a-479e-985d-8e71efedcd8c,2024-09-11,2024-04-02,Second Class,fedb76fc-3c77-43f5-9cf4-4d7a58fc17d7,Home Office,South Jeremy,Michigan,East,Office Supplies,Bookcases,While Product,603.31,1,0.27,288.51
02144532-2c45-408e-82e6-fbae40ff07b5,2024-02-14,2024-02-08,First Class,ad38b74e-13f8-43a2-a7c9-01cfd8fa9703,Home Office,South Brianna,Utah,East,Technology,Phones,She Product,187.56,3,0.34,-12.22
735ccef9-8383-4cd7-8ff8-793e6e129f47,2024-09-05,2024-08-05,Second Class,ef8b34c9-f54d-4c50-bd1e-12d2f52c9f91,Consumer,West Zacharyville,Rhode Island,South,Office Supplies,Paper,Mrs Product,708.09,7,0.37,499.54
86711f2a-89d7-4af1-b037-f0f615ce8659,2024-07-08,2024-02-03,First Class,21de9389-3352-42ea-90b5-476327259419,Home Office,New Geoffrey,Nevada,East,Office Supplies,Phones,Strong Product,460.62,6,0.11,-77.27
ebb558db-e4d9-4fb7-a39d-bfe25fe8010a,2024-07-01,2024-06-13,Standard Class,6c2f13eb-bd36-4819-8a8e-65d384507c8c,Corporate,Port Joseph,New York,West,Furniture,Paper,Meeting Product,671.08,7,0.43,-192.92
71b61150-6dc7-4ccc-a480-4b9feeb1e7e5,2024-04-26,2024-02-07,Standard Class,3f86bcf1-f78e-4136-953c-2c40ccd3a2cc,Corporate,Salinasborough,Iowa,South,Technology,Binders,Fly Product,838.99,8,0.48,-95.83
30c21b38-9fbc-4083-9adf-6a2aba1f6e39,2024-11-04,2024-10-03,Standard Class,42af7d1b-a6f4-4b30-8554-6ceb243d3143,Home Office,Adamfurt,California,Central,Office Supplies,Paper,Worry Product,178.03,6,0.12,343.11
105ee4b8-1fbd-431a-8b6c-7c500503ff21,2024-05-21,2024-06-01,Same Day,4dfe36b8-726d-4b6a-95c0-43da227eea50,Home Office,Berrychester,Montana,South,Office Supplies,Appliances,Matter Product,28.95,3,0.44,112.75
5d70daeb-007a-4558-a504-8b63e2b425ab,2024-09-21,2024-06-09,Standard Class,0bbde997-2de4-48a5-b295-f92f01c8a131,Corporate,Alexchester,Oregon,West,Furniture,Paper,Writer Product,781.31,2,0.05,113.25
8f3c51b6-b4b0-4951-8a29-4c97ecd13ffb,2024-11-06,2024-09-14,First Class,a46d3d5c-e1a0-410f-860e-85c9e81f6422,Corporate,Port Nicole,Idaho,West,Furniture,Chairs,Book Product,613.6,7,0.03,468.52
e170a24d-a476-4fc5-b1c8-bd094128375b,2024-10-02,2024-03-26,Standard Class,a277a7d6-aad5-47d4-8ed9-738c57fc3aa6,Consumer,Sanchezhaven,Indiana,South,Technology,Chairs,Picture Product,702.64,1,0.06,443.74
28b51661-0a07-4180-b4c3-aa8a458fe205,2024-02-25,2024-01-27,Second Class,c501981f-9abb-452c-b028-7a2c23c380d4,Corporate,Teresaburgh,Illinois,South,Office Supplies,Accessories,Employee Product,839.77,3,0.03,17.84
36a15dba-bd5a-46da-ae19-964641f83426,2024-05-19,2024-03-22,Second Class,029aa7bd-2535-4ff8-8354-ec5a28e864eb,Corporate,Lake Walter,Texas,East,Technology,Appliances,Manage Product,804.78,4,0.42,-53.66
a428e758-7de3-4ee3-9961-924829ae1969,2024-06-01,2024-05-05,Same Day,57ba7275-231e-4bf3-bebd-62f0f5521a6c,Home Office,Tamaramouth,West Virginia,West,Office Supplies,Appliances,Provide Product,961.31,1,0.03,393.94
ea069666-5753-4620-801d-6c500af81893,2024-05-07,2024-07-14,Second Class,fe5bd608-7a8f-43af-a2fa-761c2fc4ea19,Corporate,Samuelville,South Carolina,South,Technology,Bookcases,Set Product,540.58,5,0.14,434.21
91b32758-bc3f-4c20-8341-be183f898e57,2024-01-26,2024-03-02,First Class,1bf09691-195b-42bf-bc84-3a88c20a15ad,Consumer,New Brittanyland,Mississippi,South,Furniture,Appliances,Teach Product,493.61,3,0.05,179.12
35347685-97a6-4c73-a330-71403055ba6a,2024-03-11,2024-01-30,Standard Class,4c228c89-952c-40fe-8efc-03d92f6b4d08,Corporate,Port Emily,Maine,West,Office Supplies,Bookcases,Security Product,407.87,2,0.15,240.6
d5d93312-44c1-4c13-9a42-b525fd4c7584,2024-03-30,2024-04-17,Same Day,e816971d-ef44-4e21-874a-8c0e68694b71,Home Office,Fordhaven,Utah,South,Technology,Accessories,Most Product,162.15,3,0.05,-20.16
cb8f5d4f-ef96-47a4-8938-b0e7ebb9b6e7,2024-08-02,2024-01-07,Standard Class,42f32ca2-667c-4670-84d8-3fc0a92c1659,Home Office,Jeffshire,Missouri,East,Furniture,Accessories,Sister Product,576.88,8,0.33,360.56
ec53f3b1-a934-425f-b8a3-2fc9e4705ba1,2024-04-18,2024-01-25,Standard Class,7ac4c4a5-1430-4dfe-b1ca-9a1bc3028b4c,Corporate,South Jacob,Washington,West,Furniture,Binders,Style Product,284.24,6,0.07,242.49
86752f98-b71b-4bef-846c-3ad0493bc310,2024-02-15,2024-02-13,First Class,db489e88-db76-4e3f-908a-d55d1cc0f585,Home Office,Port Tammy,Maine,East,Technology,Chairs,Understand Product,922.09,7,0.43,152.46
c277167a-36f4-4e88-82bc-11840c6517f5,2024-01-02,2024-10-07,Second Class,19959119-3d8d-498d-8641-2c5039bed0b6,Consumer,Quinnberg,Wisconsin,East,Office Supplies,Paper,Employee Product,587.36,6,0.41,-157.92
72447c76-954b-4899-b9fb-cd4598bcd51d,2024-04-22,2024-10-06,Second Class,7ef0d301-8c9e-40ec-a8a5-d5f7f01bc0c5,Consumer,Suzannehaven,Kentucky,East,Office Supplies,Paper,Which Product,596.91,6,0.01,441.15
3da2e06d-01b5-4b64-8192-cb1d01f6cd8e,2024-02-21,2024-01-12,Standard Class,4b9ca465-fd2a-4b5c-aa6b-ea72723f4376,Corporate,West Melissaton,Alaska,East,Furniture,Storage,Professional Product,361.38,3,0.45,230.82
71391bb9-d3b4-41b4-b8f6-5ea27b291d19,2024-09-28,2024-02-08,Same Day,29592317-437d-472d-a5aa-bcc0b01b57a2,Corporate,Elizabethport,Alabama,West,Office Supplies,Phones,Education Product,61.47,8,0.01,-65.12
a5b8a039-8f77-45ce-a459-e3dbdaaa7f9d,2024-02-20,2024-06-21,Second Class,180d2fe5-3201-4bfd-be80-ab136eed6d2d,Corporate,Brownhaven,Nebraska,East,Office Supplies,Binders,Phone Product,41.43,7,0.12,224.47
33912bc4-16dc-4b40-ac61-89b06eaf6038,2024-04-22,2024-01-24,Same Day,ff48a5a5-2876-41f3-b64d-1145c2893ce6,Home Office,Jonestown,West Virginia,East,Office Supplies,Storage,Question Product,429.1,7,0.02,274.22
1cfcfd35-24ba-4f9c-9626-a32734c08250,2024-04-16,2024-05-09,Second Class,8b0c0b7d-cc7d-454f-b7ce-4f1df7e79bdc,Consumer,Richardhaven,Louisiana,South,Furniture,Storage,May Product,93.72,6,0.17,168.04
7c191d4f-5669-4546-b3bb-fdf2daac639b,2024-06-26,2024-04-01,Same Day,bd1a398a-b5f6-4e06-8d0c-558f67f5cef1,Consumer,Caitlinport,Arizona,West,Technology,Tables,Reveal Product,610.78,5,0.26,302.67
3d56fc50-97f0-4f85-89e9-02e7346071d6,2024-05-14,2024-08-14,First Class,5d49388c-7315-4bd2-b416-bd9970ae4ee7,Home Office,New Codyhaven,Tennessee,West,Office Supplies,Tables,Minute Product,882.16,8,0.4,207.02
9cae0acb-af04-4333-8d7f-940e0455e2e6,2024-06-03,2024-09-21,Same Day,71761513-07a2-405a-a85b-3c26b7c66d73,Consumer,Ryanland,North Dakota,Central,Furniture,Storage,However Product,884.09,5,0.17,463.44
556fbf10-6f1b-4ab7-a275-f4e8a87e4f43,2024-05-11,2024-05-19,First Class,e17d428d-f1cb-4ba4-abfb-08bb962d2788,Corporate,Gravesbury,West Virginia,West,Furniture,Appliances,Social Product,662.45,9,0.35,-162.41
42ec37a4-4a0c-4dad-beb4-baa30b6abb8e,2024-05-29,2024-08-07,First Class,59297e5f-1838-4687-86bb-4e40308eac71,Corporate,Port Jimmy,Vermont,West,Technology,Phones,Scene Product,219.12,9,0.09,-125.63
3f040e16-cb7e-467e-b535-7aba385a2130,2024-08-20,2024-09-26,Same Day,6ba72df7-7a90-4f46-b23c-d88ed0d058e7,Corporate,Amandastad,Michigan,Central,Office Supplies,Binders,Exist Product,864.37,1,0.38,-78.43
02a5cffc-9036-4dd2-a115-a885155d7241,2024-01-08,2024-01-09,First Class,0b2bc733-71b4-4ad0-876b-57409f894b6e,Consumer,Mariabury,Missouri,West,Office Supplies,Storage,Movement Product,887.23,6,0.12,283.12
cf7c7c4e-4f3e-4cb3-b8b0-3c49c226fb53,2024-03-31,2024-05-30,Standard Class,d6d13d3b-bc86-4ef1-8337-5cd38b32df16,Corporate,Sextonville,Nebraska,West,Technology,Paper,Beautiful Product,204.69,7,0.07,251.92
a00f7f48-766f-4297-bbd4-37417df976e4,2024-01-07,2024-05-22,First Class,f87b8b58-3b2b-4e12-8467-131b343252df,Home Office,Genestad,Hawaii,West,Technology,Phones,Hair Product,740.05,3,0.09,424.44
9fb5a5e0-3844-4483-8b29-47c9da8b679a,2024-06-22,2024-10-01,Second Class,2d1fe9a1-d052-4da1-80a6-7450ea51da86,Home Office,Gutierrezshire,Alaska,West,Furniture,Tables,Well Product,293.65,7,0.09,313.01
10541465-6116-4f15-b146-b0c04336fc51,2024-02-14,2024-10-31,Same Day,f4716e21-1623-42f5-84b6-2c50a201abb5,Consumer,North Albertborough,Kentucky,Central,Furniture,Paper,Cover Product,804.61,7,0.26,155.85
77f2c1fd-9a8f-4589-af20-917d2d848640,2024-04-29,2024-06-26,Standard Class,20614940-3066-4bd3-9628-eaa5b44bfed2,Home Office,West Daniel,West Virginia,West,Technology,Tables,Law Product,997.27,2,0.42,494.28
df73f810-df93-433d-8863-6e67ef18bc55,2024-03-13,2024-08-09,Same Day,f0315dd3-7564-4779-8c3e-ee8cfa382ab9,Home Office,New Peter,Kentucky,West,Office Supplies,Tables,Song Product,39.73,7,0.04,-13.72
2728c0ad-3bd7-4558-8319-b4dba01d392e,2024-11-08,2024-02-28,Second Class,c91e3a29-726d-41a1-aac4-792237bb837d,Consumer,Port Ericchester,Hawaii,Central,Furniture,Phones,Local Product,898.39,1,0.35,383.23
80f7f71f-d694-4593-b7cd-506845b20f79,2024-03-06,2024-06-03,Second Class,911051dd-d7e3-4f11-b872-6c151e27a96c,Corporate,Montgomeryfurt,Mississippi,South,Furniture,Tables,Production Product,626.4,5,0.33,98.75
ef189972-2f99-4794-b35d-74653afb2cb8,2024-08-16,2024-01-19,Second Class,ff41c134-ce50-43ac-8d52-27c17ac47d9a,Corporate,South Donna,Oklahoma,East,Office Supplies,Accessories,Onto Product,973.65,9,0.44,254.11
f5e6d421-535c-4a15-9d72-671e4405e15b,2024-06-20,2024-09-13,First Class,2eef8bfa-a258-44e0-bd71-10140d6171b1,Corporate,West Joshua,Ohio,South,Furniture,Chairs,Everything Product,470.36,7,0.12,309.09
240c428a-77f9-4550-b35a-97e28f798e36,2024-07-02,2024-07-23,First Class,952265e9-f0f5-4e36-a155-0ae287ababa4,Consumer,Wrightland,West Virginia,Central,Office Supplies,Accessories,Go Product,848.91,7,0.23,243.63
3c6675fe-eeed-4a2f-a873-b0a551585dd7,2024-07-19,2024-06-14,Same Day,4861f287-d6d1-43da-9543-dcb484c1b4b5,Home Office,North Keith,Kansas,East,Office Supplies,Chairs,Because Product,71.77,2,0.46,-101.64
d7ad8ec0-555b-40d6-b8b4-cfe2d0e8f0ac,2024-06-01,2024-01-28,Same Day,ab6f0873-454c-4393-b536-3bd1778b5ef0,Corporate,Lake Ellen,Iowa,Central,Office Supplies,Tables,Follow Product,341.93,8,0.33,110.07
50d39fab-6cdf-4ffe-b9bc-37516aac889c,2024-03-22,2024-08-11,Standard Class,236e9dfe-5108-40c7-bfaa-30bed20aa36a,Corporate,West Katherine,Kansas,Central,Technology,Binders,Production Product,76.35,3,0.19,193.01
d5aab1eb-9d7b-406c-859b-1a7a52d9e616,2024-06-17,2024-04-21,Standard Class,16c11a89-a7be-42b5-bfe4-8d833df2e379,Consumer,Johnsonberg,Tennessee,West,Technology,Binders,Approach Product,975.59,8,0.07,394.33
90b85441-99bf-48ac-84e4-fa0e21fce701,2024-10-20,2024-10-01,Same Day,de293c82-ec7d-4185-8092-822526aef4f4,Corporate,Nicholeport,New York,East,Technology,Chairs,Police Product,818.8,3,0.13,110.55
abd1a070-9a63-4998-bede-fc3817e396b4,2024-01-03,2024-07-29,First Class,8e6ac86c-66f5-4767-b3a9-4d7a779de33a,Consumer,Lopezstad,Kentucky,West,Office Supplies,Paper,Price Product,854.02,7,0.29,443.12
8ebfc548-4b05-4eff-8d7b-88f01dbddd3c,2024-10-27,2024-03-28,Second Class,4b1a1225-d9d6-4c37-ab34-4e0d26890767,Home Office,Port Randy,Pennsylvania,East,Office Supplies,Phones,Which Product,938.59,2,0.36,108.26
fa76dbf2-bc15-4a47-8376-7b6619fbeea0,2024-04-05,2024-06-26,Same Day,5d9b248e-4541-4cfa-9431-31be95cbfe2f,Consumer,Karenton,Iowa,Central,Technology,Tables,Participant Product,94.25,4,0.06,184.15
18327e19-f02a-46d5-ada3-e4b32c578a52,2024-10-08,2024-07-02,Standard Class,f133a1f2-17bc-4d8b-9dab-93abf18592c8,Consumer,West Danielview,Nebraska,Central,Furniture,Phones,Upon Product,391.74,6,0.3,357.4
fc95b05f-de13-48e2-84f8-3c8bb3a22bd2,2024-04-20,2024-01-27,First Class,5c207998-ca79-4cd5-88c4-800ca1f9b362,Consumer,Lake Marcbury,Kentucky,South,Office Supplies,Accessories,Attorney Product,80.32,9,0.28,208.15
c4101ff5-9c96-4d86-ae81-4f65c3554418,2024-07-12,2024-08-24,Same Day,232ff84f-3d72-47e2-9d3e-5e908778950f,Consumer,New Jeremymouth,Idaho,East,Furniture,Binders,Win Product,218.69,5,0.26,472.15
d4f6b08f-87b4-4af8-8bf6-c2a069283825,2024-04-17,2024-03-24,Same Day,b25d6b69-db9e-4d47-9783-e173a2253918,Home Office,West Lisaport,New Hampshire,West,Furniture,Appliances,Think Product,237.07,9,0.35,262.24
bc488306-afc0-4bf5-8199-c16da1455812,2024-02-20,2024-01-06,First Class,3e33ad8c-883c-46c2-bcfa-138e010a06e9,Home Office,West Stephaniefort,New York,South,Office Supplies,Accessories,Beyond Product,474.42,5,0.42,165.9
a5d6ad4a-3529-4a4c-aa6e-7834b058f635,2024-10-21,2024-07-31,Same Day,3ef12f09-fe75-46d2-9458-98065f270abf,Corporate,Russellshire,Minnesota,South,Office Supplies,Accessories,Half Product,275.88,8,0.16,-183.49
9d24aab8-208b-4351-86c0-ce9df0cb183e,2024-09-13,2024-07-30,First Class,d1acfca9-46da-4492-a611-4d0ea35b1e0b,Home Office,East Tammymouth,Wisconsin,South,Furniture,Chairs,Television Product,109.97,1,0.44,89.61
fd69d2f4-80df-4933-b97c-96e402ec14d1,2024-04-15,2024-09-24,Second Class,d70d1415-e573-44f3-b03b-3c3fa8a66334,Home Office,Pettybury,Louisiana,West,Furniture,Bookcases,Line Product,175.82,7,0.08,9.47
c816dbf4-16b3-4ad4-9ae0-5aed5a74d3dc,2024-03-30,2024-05-10,First Class,cdc4f98d-5726-4965-a8b4-a12d36233c43,Corporate,Lopezport,Virginia,South,Technology,Accessories,Power Product,155.8,4,0.09,323.67
7c7df0a2-73ac-4fbd-8edf-62cbd666daf6,2024-01-20,2024-02-28,First Class,50e79864-979e-44b7-a0ed-44eaa9084b6a,Home Office,Lake Ronnieton,Mississippi,West,Technology,Tables,Mrs Product,973.35,5,0.13,-54.21
8c6d88ee-2ee3-4c70-858d-22289f82b511,2024-06-07,2024-03-04,First Class,8a789084-b889-4fd6-9ad6-b651a9577e38,Consumer,East Scott,New Jersey,South,Office Supplies,Storage,Production Product,761.7,6,0.06,-56.35
40c7a3d7-442e-4d4a-85d8-02f46e23d0f3,2024-05-01,2024-09-11,Same Day,8299b833-d9ad-43a8-ab0c-0bdb9c0250de,Consumer,Burkeborough,South Dakota,West,Technology,Storage,Various Product,968.08,5,0.12,-67.34
6304530c-16bb-4572-bf3f-640f67252d30,2024-06-12,2024-05-07,Same Day,282e9295-c7e1-439e-b851-e1df82e31018,Corporate,Port Dawnton,Louisiana,Central,Technology,Tables,Back Product,445.34,1,0.05,-112.07
